#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
7th Saga - Redux, The (Hack);7th Saga - Redux, The (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
A Super Mario Thing (Hack);A Super Mario Thing (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Ancient Magic - World of Magic (Hack);Ancient Magic - World of Magic (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Ashita no Joe - Tommorow's Joe (Hack);Ashita no Joe - Tommorow's Joe (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
BAO Super V.G. (Hack);BAO Super V.G. (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Battle Soccer - Field no Hasha (Hack);Battle Soccer - Field no Hasha (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Brutal Mario (Hack);Brutal Mario (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Buck Rogers - TAG Beta (Hack);Buck Rogers - TAG Beta (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Buck Rogers - The Arcade Game (Hack);Buck Rogers - The Arcade Game (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Chrono Trigger_1.5 - Prophets Guile (Hack);Chrono Trigger_1.5 - Prophets Guile (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Chrono Trigger_2 - Crimson Echoes (Hack);Chrono Trigger_2 - Crimson Echoes (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Classic Kong Complete (Hack);Classic Kong Complete (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Conker's High Rule Tail (Hack);Conker's High Rule Tail (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Contra IV - The Alien Wars (Hack);Contra IV - The Alien Wars (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Dezaemon - SFC (Hack);Dezaemon - SFC (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Digimon Adventure (Hack);Digimon Adventure (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Donkey Kong Country - Kremlins Revenge (Hack);Donkey Kong Country - Kremlins Revenge (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Earthbound - Arn's Winter Quest GE (Hack);Earthbound - Arn's Winter Quest GE (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Earthbound - CB Infinia's Invasion (Hack);Earthbound - CB Infinia's Invasion (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Earthbound - The Mysterious Mine (Hack);Earthbound - The Mysterious Mine (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
Earthbound - The Rat Race (Hack);Earthbound - The Rat Race (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
F-ZERO - Axnfanatics Edition (Hack);F-ZERO - Axnfanatics Edition (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
F-ZERO - FSNES3 Edition (Hack);F-ZERO - FSNES3 Edition (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
F-ZERO - Practice Tracks Unlocked (Hack);F-ZERO - Practice Tracks Unlocked (Hack);Super Nintendo Entertainment System Hacks;;;;;;;;;;;;;;
