#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Trick Shot (Europe);Trick Shot (Europe);Oric 1;;;;;;;;;;;;;;
Two Gun Turtle (Europe);Two Gun Turtle (Europe);Oric 1;;;;;;;;;;;;;;
Tyrann (Europe);Tyrann (Europe);Oric 1;;;;;;;;;;;;;;
Ultima Zone (Europe);Ultima Zone (Europe);Oric 1;;;;;;;;;;;;;;
Ultra, The (Europe);Ultra, The (Europe);Oric 1;;;;;;;;;;;;;;
Valley, The (Europe);Valley, The (Europe);Oric 1;;;;;;;;;;;;;;
Velnor's Lair (Europe);Velnor's Lair (Europe);Oric 1;;;;;;;;;;;;;;
Warlord (Europe);Warlord (Europe);Oric 1;;;;;;;;;;;;;;
Water Panic (Europe);Water Panic (Europe);Oric 1;;;;;;;;;;;;;;
Way to King Kung Fu, The (Europe);Way to King Kung Fu, The (Europe);Oric 1;;;;;;;;;;;;;;
Waydor (Europe);Waydor (Europe);Oric 1;;;;;;;;;;;;;;
White Barrows, The (Europe);White Barrows, The (Europe);Oric 1;;;;;;;;;;;;;;
Xenon 3 - The Genesis Probe (Europe);Xenon 3 - The Genesis Probe (Europe);Oric 1;;;;;;;;;;;;;;
Zebbie (Europe);Zebbie (Europe);Oric 1;;;;;;;;;;;;;;
ZipNZapE;ZipNZapE;Oric 1;;;;;;;;;;;;;;
Zorgon's Revenge (Europe);Zorgon's Revenge (Europe);Oric 1;;;;;;;;;;;;;;
barbitoric;barbitoric;Oric 1;;;;;;;;;;;;;;
