#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Ruruli Ra Rura (Japan) (Translated En);Ruruli Ra Rura (Japan) (Translated En);NEC PC-FX;;1998;NEC;Adventure;;;;;0;;;;;
Shanghai The Great Wall (Japan);Shanghai The Great Wall (Japan);NEC PC-FX;;1996;Activision;Puzzle;;;;;0;;;;;
Sotsugyou II - Neo Generation FX (Japan);Sotsugyou II - Neo Generation FX (Japan);NEC PC-FX;;1994;Riverhill Soft;Simulation;;;;;0;;;;;
Sotsugyou R - Graduation Real (Japan);Sotsugyou R - Graduation Real (Japan);NEC PC-FX;;1998;NEC;Simulation;;;;;0;;;;;
Sparkling Feather (Japan);Sparkling Feather (Japan);NEC PC-FX;;1997;HuneX;Simulation;;;;;0;;;;;
Super Power League FX (Japan);Super Power League FX (Japan);NEC PC-FX;;1996;Hudson;Sports/Baseball;;;;;0;;;;;
Super Real Mahjong P.V. FX (Japan);Super Real Mahjong P.V. FX (Japan);NEC PC-FX;;1996;Naxat Soft;Mahjong;;;;;0;;;;;
Team Innocent (Japan);Team Innocent (Japan);NEC PC-FX;;1994;Hudson Soft;Adventure;;;;;0;;;;;
Tekipaki Working Love FX (Japan);Tekipaki Working Love FX (Japan);NEC PC-FX;;1998;NEC Home Electronics;Simulation;;;;;0;;;;;
Tenchi Muyo FX (Japan) (Disc 1);Tenchi Muyo FX (Japan) (Disc 1);NEC PC-FX;;1996;Micro Cabin;Adventure;;;;;0;;;;;
Tenchi Muyo FX (Japan) (Disc 2);Tenchi Muyo FX (Japan) (Disc 2);NEC PC-FX;;1996;Micro Cabin;Adventure;;;;;0;;;;;
Tengai Makyu Karakuri Kakutouden (Japan);Tengai Makyu Karakuri Kakutouden (Japan);NEC PC-FX;;1995;Hudson Soft;Fighter;;;;;0;;;;;
Tokimeki Card Paradise - Koi no Royal Straight Flush (Japan);Tokimeki Card Paradise - Koi no Royal Straight Flush (Japan);NEC PC-FX;;1996;Sonnet;Board Games;;;;;0;;;;;
Tonari No Princess Rolfee (Japan);Tonari No Princess Rolfee (Japan);NEC PC-FX;;1997;NEC Home Electronics;Adventure;;;;;0;;;;;
Tyoushin Heiki Zeroigar (Japan);Tyoushin Heiki Zeroigar (Japan);NEC PC-FX;;1997;NEC Interchannel;Shooter;;;;;0;;;;;
Voice Paradise (Japan) (Disc 1);Voice Paradise (Japan) (Disc 1);NEC PC-FX;;1996;Ask Koudansha;Miscellaneous;;;;;0;;;;;
Voice Paradise (Japan) (Disc 2);Voice Paradise (Japan) (Disc 2);NEC PC-FX;;1996;Ask Koudansha;Miscellaneous;;;;;0;;;;;
Wakusei-Koukitai Little Cats (Japan);Wakusei-Koukitai Little Cats (Japan);NEC PC-FX;;1996;NEC Home Electronics;Simulation;;;;;0;;;;;
Zoku Hatukoi Monogatari (Japan) (Disc 1);Zoku Hatukoi Monogatari (Japan) (Disc 1);NEC PC-FX;;1996;Tokuma Shoten Intermedia;Simulation;;;;;0;;;;;
Zoku Hatukoi Monogatari (Japan) (Disc 2);Zoku Hatukoi Monogatari (Japan) (Disc 2);NEC PC-FX;;1996;Tokuma Shoten Intermedia;Simulation;;;;;0;;;;;
