#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Last Blade, The (World);Last Blade, The (World);SNK Neo Geo CD;;1998;SNK;Fighter;;;;;0;;;;;
Last Hope (World);Last Hope (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Last Hope (World) (Unl);Last Hope (World) (Unl);SNK Neo Geo CD;;2007;NG:DEV.TEAM;Shoot-'Em-Up;;;;;0;;;;;
Last Resort (World);Last Resort (World);SNK Neo Geo CD;;1994;SNK;Shoot-'Em-Up;;;;;0;;;;;
League Bowling (World);League Bowling (World);SNK Neo Geo CD;;1994;SNK;Sports/Bowling;;;;;0;;;;;
Magical Drop 2 (Japan);Magical Drop 2 (Japan);SNK Neo Geo CD;;1996;Data East;Puzzle;;;;;0;;;;;
Magical Drop 2 (World);Magical Drop 2 (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Magician Lord (Japan);Magician Lord (Japan);SNK Neo Geo CD;;1994;ADK;Platform;;;;;0;;;;;
Magician Lord (World);Magician Lord (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Mahjong Kyoretsuden - Nishi Nihon Hen (Japan);Mahjong Kyoretsuden: Nishi Nihon Hen (Japan);SNK Neo Geo CD;;1994;SNK;Mahjong;;;;;0;;;;;
Metal Slug (World);Metal Slug (World);SNK Neo Geo CD;;1996;Nazca;Shooter;;;;;0;;;;;
Metal Slug 2 (World);Metal Slug 2 (World);SNK Neo Geo CD;;1998;SNK;Shooter;;;;;0;;;;;
Mutation Nation (World);Mutation Nation (World);SNK Neo Geo CD;;1995;SNK;Beat-'Em-Up;;;;;0;;;;;
NAM-1975 (World);NAM-1975 (World);SNK Neo Geo CD;;1994;SNK;Shooter;;;;;0;;;;;
Neo DriftOut (World);Neo DriftOut (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Neo DriftOut - New Technology (Japan);Neo DriftOut: New Technology (Japan);SNK Neo Geo CD;;1996;Visco;Driving;;;;;0;;;;;
Neo Turf Masters (World);Neo Turf Masters (World);SNK Neo Geo CD;;1996;Nazca;Sports/Golf;;;;;0;;;;;
Ninja Combat (Japan);Ninja Combat (Japan);SNK Neo Geo CD;;1994;ADK;Beat-'Em-Up;;;;;0;;;;;
Ninja Combat (World);Ninja Combat (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Ninja Commando (Japan);Ninja Commando (Japan);SNK Neo Geo CD;;1994;ADK;Shooter;;;;;0;;;;;
Ninja Commando (World);Ninja Commando (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Ninja Master's - Haou Ninpou-Chou (World);Ninja Master's - Haou Ninpou-Chou (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Ninja Master's Haou Ninpou-Chou (Japan);Ninja Master's Haou Ninpou-Chou (Japan);SNK Neo Geo CD;;1996;ADK;Fighter;;;;;0;;;;;
Oshidashi Jin Trick (Japan);Oshidashi Jin Trick (Japan);SNK Neo Geo CD;;1995;ADK;Puzzle;;;;;0;;;;;
