#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Maou Renjishi (Japan);Maou Renjishi (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Master of Weapon (Japan);Master of Weapon (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Maten Densetsu (Japan);Maten Densetsu (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Medal City (Japan);Medal City (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Mega Anser (Japan);Mega Anser (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Mega Q - The Party Quiz Game (J);Mega Q - The Party Quiz Game (J);Sega Mega Drive Japan;;;;;;;;;;;;;;
MegaTraX (Japan);MegaTraX (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Megapanel (Japan);Megapanel (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Metal Fangs (Japan);Metal Fangs (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Mickey Mania - The Timeless Adventures of Mickey Mouse (Japan);Mickey Mania - The Timeless Adventures of Mickey Mouse (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Mickey Mouse - Minnie's Magical Adventure 2 (Japan);Mickey Mouse - Minnie's Magical Adventure 2 (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Minato no Toreijia (Japan);Minato no Toreijia (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Monster World IV (Japan);Monster World IV (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Musha Aleste - Full Metal Fighter Ellinor (Japan);Musha Aleste - Full Metal Fighter Ellinor (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Mutant League Football (Japan);Mutant League Football (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
NBA Playoff - Bulls vs Blazers (Japan);NBA Playoff - Bulls vs Blazers (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
NBA Pro Basketball '94 (Japan);NBA Pro Basketball '94 (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
NBA Pro Basketball - Bulls vs Lakers (Japan);NBA Pro Basketball - Bulls vs Lakers (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Nakajima Satoru Kanshuu - F-1 Super License (Japan);Nakajima Satoru Kanshuu - F-1 Super License (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
New 3D Golf Simulation Harukanaru Augusta (Japan);New 3D Golf Simulation Harukanaru Augusta (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
New Zealand Story, The (Japan);New Zealand Story, The (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Nikkan Sports Pro Yakyuu Van (Japan);Nikkan Sports Pro Yakyuu Van (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Ninja Burai Densetsu (Japan);Ninja Burai Densetsu (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Osomatsu-kun - Hachamecha Gekijou (Japan);Osomatsu-kun - Hachamecha Gekijou (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
OutRun (Japan);OutRun (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Pachinko Canyon (Japan);Pachinko Canyon (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Paddle Fighter (Japan);Paddle Fighter (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Panorama Cotton (Japan);Panorama Cotton (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Patlabor (Japan);Patlabor (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Pengo (Japan);Pengo (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Power Athlete (Japan);Power Athlete (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Power Instinct (J) [!];Power Instinct (J) [!];Sega Mega Drive Japan;;;;;;;;;;;;;;
Pro Hockey (Japan);Pro Hockey (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Psy-O-Blade Moving Adventure (J) [!];Psy-O-Blade Moving Adventure (J) [!];Sega Mega Drive Japan;;;;;;;;;;;;;;
Pulseman (Japan);Pulseman (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Putter Golf (SN) (Japan);Putter Golf (SN) (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Puyo Puyo Tsu (Japan);Puyo Puyo Tsu (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Pyramid Magic (Japan);Pyramid Magic (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Ragnacenty (Japan);Ragnacenty (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Rainbow Islands - The Story of Bubble Bobble 2 (JU) [b1];Rainbow Islands - The Story of Bubble Bobble 2 (JU) [b1];Sega Mega Drive Japan;;;;;;;;;;;;;;
Ransei no Hasha (Japan);Ransei no Hasha (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Rent A Hero (Japan);Rent A Hero (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Ristar - The Shooting Star (Japan);Ristar - The Shooting Star (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
RoadBlasters (Japan);RoadBlasters (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
